Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,IP Address,Port,CVE Publish Date,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
eaa2994d-f375-5112-9c3a-274c928830ef,2026-02-25T18:52:18,2026-02-28T11:44:17,,CVE-2025-26466,,,,,,22,,,,146.190.102.247,22,2025-02-28,2026-02-28T11:44:17,,,,,,"A flaw was found in the OpenSSH package. For each ping packet the SSH server receives, a pong packet is allocated in a memory buffer and stored in a queue of packages. It is only freed when the server/client key exchange has finished. A malicious client may keep sending such packages, leading to an uncontrolled increase in memory consumption on the server side. Consequently, the server may become unavailable, resulting in a denial of service attack.",,,,0,,0
fb7d5668-8318-542d-a13a-717e421fa9f4,2025-05-07T05:47:49,2026-02-28T11:44:17,,CVE-2025-26465,,,,,,22,,,,146.190.102.247,22,2025-02-18,2026-02-28T11:44:17,,,,,,"A vulnerability was found in OpenSSH when the VerifyHostKeyDNS option is enabled. A machine-in-the-middle attack can be performed by a malicious machine impersonating a legit server. This issue occurs due to how OpenSSH mishandles error codes in specific conditions when verifying the host key. For an attack to be considered successful, the attacker needs to manage to exhaust the client's memory resource first, turning the attack complexity high.",,,,0,,0
880281ca-3fe6-5d5a-b612-f5107ae6bf6a,2025-05-07T05:47:49,2026-02-28T11:44:17,,CVE-2025-32728,,,,,,22,,,,146.190.102.247,22,2025-04-10,2026-02-28T11:44:17,,,,,,"In sshd in OpenSSH before 10.0, the DisableForwarding directive does not adhere to the documentation stating that it disables X11 and agent forwarding.",,,,0,,0
583d4248-a3ea-51da-9707-1b357729900f,2025-04-15T07:41:07,2026-02-27T06:57:30,,CVE-2025-26465,,,,,,22,,,,134.209.100.157,22,2025-02-18,2026-02-27T06:57:30,,,,,,"A vulnerability was found in OpenSSH when the VerifyHostKeyDNS option is enabled. A machine-in-the-middle attack can be performed by a malicious machine impersonating a legit server. This issue occurs due to how OpenSSH mishandles error codes in specific conditions when verifying the host key. For an attack to be considered successful, the attacker needs to manage to exhaust the client's memory resource first, turning the attack complexity high.",,,,0,,0
c5760279-eb30-587a-a0b4-4b22f94e4950,2025-04-15T07:41:07,2026-02-27T06:57:30,,CVE-2025-32728,,,,,,22,,,,134.209.100.157,22,2025-04-10,2026-02-27T06:57:30,,,,,,"In sshd in OpenSSH before 10.0, the DisableForwarding directive does not adhere to the documentation stating that it disables X11 and agent forwarding.",,,,0,,0
90a0d041-3482-5da9-ae96-a98b6ef13cb6,2024-02-29T22:45:30,2026-02-27T06:57:30,,CVE-2023-48795,,,,,,22,,,,134.209.100.157,22,2023-12-18,2026-02-27T06:57:30,,,,,,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",,,,0,,0
45b3376e-d33a-5637-b845-f6f1ad9e1e38,2024-02-29T22:45:30,2026-02-27T06:57:30,,CVE-2016-20012,,,,,,22,,,,134.209.100.157,22,2021-09-15,2026-02-27T06:57:30,,,,,,"OpenSSH through 8.7 allows remote attackers, who have a suspicion that a certain combination of username and public key is known to an SSH server, to test whether this suspicion is correct. This occurs because a challenge is sent only when that combination could be valid for a login session. NOTE: the vendor does not recognize user enumeration as a vulnerability for this product",,,,0,,0
fe3634c6-52f6-5221-816f-e4485d97a4e0,2025-12-06T15:29:43,2026-02-16T06:20:32,,CVE-2021-41183,,,,,,80,,,,129.154.235.219,80,2021-10-26,2026-02-16T06:20:32,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of various `*Text` options of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. The values passed to various `*Text` options are now always treated as pure text, not HTML. A workaround is to not accept the value of the `*Text` options from untrusted sources.",,,,0,,0
b8a53624-4a54-54e6-859c-a2b41c38f983,2025-12-06T15:29:43,2026-02-16T06:20:32,,CVE-2021-41182,,,,,,80,,,,129.154.235.219,80,2021-10-26,2026-02-16T06:20:32,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `altField` option of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `altField` option is now treated as a CSS selector. A workaround is to not accept the value of the `altField` option from untrusted sources.",,,,0,,0
e4fb6c3a-7282-502a-88a7-7586ccb2aa25,2025-12-06T15:29:43,2026-02-16T06:20:32,,CVE-2010-5312,,,,,,80,,,,129.154.235.219,80,2014-11-24,2026-02-16T06:20:32,,,,,,Cross-site scripting (XSS) vulnerability in jquery.ui.dialog.js in the Dialog widget in jQuery UI before 1.10.0 allows remote attackers to inject arbitrary web script or HTML via the title option.,,,,0,,0
